NPS_Grupo;COMENTARIO_NPS;TACTICO;1ERA CAUSA RAIZ
Pasivo;Buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;atencion calificada , buen lenguaje y atencion  ;CONVENIENCIA;Precio
Promotor;Es un buen servicio y la relacion costo beneficio tambien lo es.;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Buen servicio en general, pero con algunos inconvenientes y elevado precio ;CONVENIENCIA;Precio
Detractor;servicio pèsimo y caro;CONVENIENCIA;Precio
Detractor;Personal funciona bien pero maltrata a sus clientes antiguos . No los valora correctamente. Solo le interesa captar nuevo publico ;CONVENIENCIA;Precio
Promotor;Buen funcionamiento!;CONVENIENCIA;Promociones
Pasivo;Cargan consumos y suscripciones a mi cuenta;RELACIONAMIENTO;Atencion a Clientes
Detractor;PORQUE ES CARO Y NO TIENE BUENA CALIDAD DE SEnAL. PROBLEMAS TeCNICOS CON LAS RADIOBASES;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Tienen problemas de gestion. Asocian las facturas a numeros errados;RELACIONAMIENTO;Facturacion y Pago 
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Buena,atencion.;RELACIONAMIENTO;Atencion a Clientes
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Sigue con planes muy elevados. Otras companias tienen planes mas accesibles;CONVENIENCIA;Precio
Promotor;SIEMPRE ME SOLUCIONARON LOS PROBLEMAS;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Funciona bien el serviico en general;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Los altos precios.;CONVENIENCIA;Precio
Detractor;Servicio super caro, muy dificil de pagar y cuando queres hablar con atencion al cliente te dan las respuestas rapidas y no te dan ninguna solucion, y cada vez menos cobertura tengo, nada aue ver a lo que solia tener cuando ni bien me cambie de compania ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Anda cada vez peor.Personal;CONVENIENCIA;Promociones
Promotor;Disponibilidad;RELACIONAMIENTO;Atencion a Clientes
Promotor;La buena atencion ;RELACIONAMIENTO;Facturacion y Pago 
Detractor;ALTO COSTO PARA EL SERVICIO QUE BRINDA;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy buena atencion;RELACIONAMIENTO;Atencion a Clientes
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Precio;CONVENIENCIA;Precio
Promotor;NO SE CONFIRMA LO CONFIRMADO POR CONTACTO TELEFONICO EN EL *111;RELACIONAMIENTO;Facturacion y Pago 
Pasivo;Los precios elevados;CONVENIENCIA;Precio
Promotor;El precio otras empresas tienen mejor precio ;CONVENIENCIA;Precio
Promotor;Excelente servicio;RELACIONAMIENTO;Atencion a Clientes
Promotor;Tiene mucho senales  ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Mala atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Cuenta con un buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;El precio ;CONVENIENCIA;Precio
Pasivo;Si bien dan un buen servicio, es un poco caro...;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;En realidad el servicio es muy bueno, pero caro para un trabajador ;CONVENIENCIA;Precio
Promotor;Es muy buena ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;;RELACIONAMIENTO;Atencion a Clientes
Promotor;Anda bien pero necesito q aumenten para comprar un bien celular ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Porque los operadores son completamente nefastos a la hora de explicar las promociones;RELACIONAMIENTO;Atencion a Clientes
Detractor;Es muy caro;CONVENIENCIA;Precio
Detractor;Los precios son bastante elevados y continuan subiendo en forma permanente.;CONVENIENCIA;Precio
Promotor;No conozco otra;RELACIONAMIENTO;Atencion a Clientes
Detractor;Demasiado costoso. Hay empresas que dan el mismo servicio por menos;CONVENIENCIA;Precio
Promotor;;CONVENIENCIA;Precio
Detractor;muy caro casi no lo puedo pagar;CONVENIENCIA;Promociones
Detractor;estamos con planes viejos  que nos brindan poco servicio de internet, por lo tanto son caros.Nunca nos llaman para actualizar los planes;CONVENIENCIA;Packs
Detractor;Es muy caro y no funciona muy bien;RELACIONAMIENTO;Atencion a Clientes
Pasivo;No he tenido inconvenientes;CONVENIENCIA;Precio
Promotor;Buena atencion y empatia con los jubilados ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Mala senal. Mala calidad de las llamdas. Elevado precio;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Promotor;reliable service and good functions for international roaming;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Aumento de precio desmedido constante, paso horas con atencion al cliente para mantener precios medianamente coherentes;CONVENIENCIA;Precio
Pasivo;Ha aumentado mucho con respecto a otras companias ;CONVENIENCIA;Precio
Promotor;Funciona muy bien las comunicaciones.;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;No cumplen su palabra, todos los meses aumentan;CONVENIENCIA;Precio
Promotor;Se resolvio el problem. Gracias;RELACIONAMIENTO;Atencion a Clientes
Detractor;Es muy caro ;CONVENIENCIA;Precio
Promotor;buen servicio;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Precio muy alto;RELACIONAMIENTO;Facturacion y Pago 
Promotor;versatil;RELACIONAMIENTO;Atencion a Clientes
Pasivo;;RELACIONAMIENTO;Atencion a Clientes
Detractor;precio;CONVENIENCIA;Precio
Promotor;Buena atencion;RELACIONAMIENTO;Atencion a Clientes
Promotor;lo encuentro conveniente al servicio;CONVENIENCIA;Planes
Detractor;muy costoso;CONVENIENCIA;Precio
Detractor;Precio del servicio ;CONVENIENCIA;Precio
Promotor;Rapidez y amabilidad;RELACIONAMIENTO;Atencion a Clientes
Detractor;Nunca tengo internet y el servicio es malo ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Hay dar opciones de descuento por abonos multilineas ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Sin problemas ;CONVENIENCIA;Precio
Promotor;Me encanto la atencion y la explicacion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;EN MI CASO NO ME ESTAN SOLUCIONANDO EL PROBLEMA;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Actualizarme;CONVENIENCIA;Promociones
Pasivo;No hay motivos;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Calidad, precio, ofertas, atencion;CONVENIENCIA;Beneficios
Pasivo;Estoy conforme ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Amabilidad y muy buena predisposicion del operador que me atendio ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;abono muy caro;CONVENIENCIA;Precio
Promotor;Buena atencion y rapidez. ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;;RELACIONAMIENTO;Atencion a Clientes
Promotor;Servicio  siempre  presente y sin dificultades. ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Cobran una barbaridad,  no se entiende por que aumentan y es malo el servicio,  tanto para comunicarme como de atencion al cliente ;CONVENIENCIA;Precio
Pasivo;Precio;CONVENIENCIA;Precio
Detractor;Hay escasa o nula respuesta de los representantes ya sea personalmente o por telefono a los problemas q se generan;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Buen servicio, pero caro ;CONVENIENCIA;Precio
Promotor;0;RELACIONAMIENTO;Atencion a Clientes
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Precio;CONVENIENCIA;Precio
Promotor;Excelente atencion y muy buena predisposicion;RELACIONAMIENTO;Atencion a Clientes
Promotor;Error de facturacion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;ROANING EN BRASIL NO TENIA DATOS NADIE ME ATENDIO EN PERSONAL PARA SOLUCIONARLO, UN DESASTRE;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Es carisimo y no anda nunca tengo buena senal;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Servicio muy bueno;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;es bueno pero me parece caro;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente el servicio;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;resulta un poco caro;RELACIONAMIENTO;Facturacion y Pago 
Detractor;No llega la factura a mi mail siendo que estoy adherida a ese medio;CONVENIENCIA;Precio
Detractor;El costo es alto y las promociones son solo para clientes nuevos y no consideran promociones para clientes con mucha antigüedad ;CONVENIENCIA;Precio
Detractor;Muy altos costos para el servicio que brindan;CONVENIENCIA;Precio
Pasivo;los precios estan elevados;CONVENIENCIA;Precio
Detractor;Ni hay buena senak;CONVENIENCIA;Precio
Promotor;Por el servicio y la atencion;RELACIONAMIENTO;Atencion a Clientes
Detractor;No siempre me solucionan problemas;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buena atencion y predisposicion a resolver;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Muchas veces tengo que llamar para reclamar ;CONVENIENCIA;Precio
Promotor;es mas facil tenerlo asi con abono;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy bien servicio siempre hace ,as de 10 anos que soy clienta de Personal;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Precio;CONVENIENCIA;Precio
Pasivo;;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Precio de los planes;CONVENIENCIA;Precio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Hace muchos anos que estoy utilizando la empresa ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;relacion costo calidad ;CONVENIENCIA;Precio
Promotor;Excelente atencion y predisposicion por parte del empleado;RELACIONAMIENTO;Atencion a Clientes
Detractor;muy caro;CONVENIENCIA;Precio
Promotor;FACTURACIoN RAZONABLE Y MUY BUEN SERVICIO;CONVENIENCIA;Promociones
Pasivo;Estoy conforme pero me gustaria poder pasar gigas como se podia antes ;CONVENIENCIA;Packs
Promotor;Cordialidad y buena atencion;RELACIONAMIENTO;Atencion a Clientes
Detractor;es insoportable la cantidad de comunicaciones mensuales x ventas x facturacion, etc que recibo;CONVENIENCIA;Promociones
Detractor;Falta de senal ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;La exelente atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Ofrecen un buen servicio, a precios adecuados a todas las posibilidades.;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Demasiado caro, me ofrecen lo mismo en prepago por el 25% de lo que pago;CONVENIENCIA;Precio
Detractor;Se me cortan las llamadas ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Me cambiaron de promo para una peor;CONVENIENCIA;Promociones
Promotor;Muy conforme con el servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;mala relacion precio calidad;CONVENIENCIA;Promociones
Detractor;mala la senal;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Funciona bien en todos lados;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;los precios que me estan cobrando por las lineas que tengo una guasada. definitivamente me equivoque es (2) dos la claificacion ;CONVENIENCIA;Precio
Detractor;El servicio desmejoro demasiado,  lento, tarda , ya no da gusto;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;buen servicio;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Buen precio  y buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Aumentos permanentes;CONVENIENCIA;Precio
Pasivo;el servicio es bueno;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Hace DOS (2) anos que intento vincular la linea movil con interneto hogar en un combo y no es posible. Por eso no puedo utilizar el servicio Personal Wifi;RELACIONAMIENTO;Atencion a Clientes
Detractor;COSTO;CONVENIENCIA;Planes
Promotor;Hasta ahora me gusta la relacion precio servicio si bien es mas caro que el resto de las companias el servicio hasta ahora es muy bueno ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;planes caros, tenes que vivir renegando con los montos de las facturas;CONVENIENCIA;Precio
